age,gender,location,education_level,internet_access,income_decile,current_sector,current_skills,target_job_role,predicted_skill_gap,recommended_training
38,Female,Rural,Graduate,Yes,4,IT,"Communication, Basic Coding, Typing, React, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
55,Female,Urban,Vocational,Yes,8,Retail,"Leadership, Communication, Basic Math, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
46,Female,Urban,Vocational,Yes,2,Retail,"Sales, Communication, Inventory Basics, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
33,Female,Semi-Urban,Graduate,Yes,5,Retail,"Sales, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
31,Male,Rural,Vocational,Yes,6,Retail,"Sales, Leadership, Inventory Management, Email Etiquette",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
49,Male,Semi-Urban,Primary,No,9,Finance,"Tax Basics, Excel, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
22,Male,Semi-Urban,Primary,No,2,Retail,"Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
35,Female,Rural,Secondary,Yes,2,Finance,"Communication, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
18,Female,Urban,Primary,Yes,7,Administration,"Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
54,Female,Semi-Urban,Secondary,Yes,3,Services,Typing,Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
52,Female,Urban,Graduate,No,4,Agriculture,"Communication, Farming, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
40,Male,Urban,Vocational,Yes,7,Services,"Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
30,Male,Rural,Primary,Yes,3,Finance,Excel,Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
38,Female,Urban,Secondary,No,9,Retail,"Sales, Communication, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
24,Female,Rural,Graduate,No,7,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
38,Male,Urban,Secondary,Yes,1,Administration,"Leadership, Typing, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Female,Urban,Vocational,Yes,9,Administration,"Communication, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Female,Semi-Urban,Graduate,Yes,1,Finance,"Bookkeeping, Excel, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
24,Male,Rural,Secondary,Yes,2,Agriculture,"Livestock Care, Irrigation, Basic Math, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
37,Female,Rural,Graduate,Yes,9,IT,"Communication, Basic Coding, Typing, React, HTML, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
32,Male,Semi-Urban,Primary,Yes,5,Agriculture,"Farming, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
39,Female,Semi-Urban,Graduate,No,3,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
18,Male,Semi-Urban,Primary,No,4,Agriculture,"Livestock Care, Irrigation, Soil Testing, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
54,Female,Rural,Secondary,Yes,5,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
53,Female,Semi-Urban,Primary,Yes,6,Retail,"Sales, Team Management, Inventory Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
25,Male,Semi-Urban,Graduate,Yes,6,Retail,"Sales, Communication, Inventory Management, Leadership, Typing, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
30,Female,Semi-Urban,Secondary,Yes,9,IT,"Basic Coding, JavaScript, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
27,Female,Urban,Graduate,Yes,7,Services,"Communication, Typing, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
18,Male,Rural,Graduate,Yes,10,Administration,"Communication, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
33,Female,Urban,Vocational,Yes,4,Agriculture,Livestock Care,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
26,Female,Urban,Secondary,Yes,3,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
37,Male,Semi-Urban,Vocational,Yes,6,Retail,"Sales, Team Management, Inventory Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
36,Male,Semi-Urban,Primary,Yes,10,Retail,"Sales, Communication, Leadership, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
35,Female,Semi-Urban,Graduate,Yes,5,Administration,"Typing, Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
55,Female,Semi-Urban,Graduate,Yes,8,Services,"Communication, MS Office, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
41,Female,Rural,Primary,Yes,8,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
39,Male,Rural,Vocational,No,8,IT,"Communication, Basic Coding, JavaScript, Basic Python, React, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
28,Male,Semi-Urban,Graduate,Yes,6,Administration,"Excel, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
38,Female,Urban,Primary,Yes,6,Services,"Communication, Typing, MS Office",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
41,Male,Urban,Graduate,Yes,4,Retail,"Sales, Leadership, Excel, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
27,Female,Semi-Urban,Graduate,Yes,7,Administration,"Communication, Excel, MS Office",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
33,Male,Semi-Urban,Graduate,Yes,4,IT,"Communication, Basic Coding, Typing, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
48,Female,Rural,Secondary,Yes,9,IT,"Basic Coding, Typing, JavaScript, Basic Python, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
22,Male,Rural,Secondary,No,10,Retail,"Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
40,Male,Rural,Graduate,Yes,1,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
48,Male,Urban,Graduate,Yes,5,Retail,"Sales, Communication, Typing, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
52,Female,Rural,Secondary,Yes,9,Administration,"Typing, Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
22,Female,Semi-Urban,Secondary,Yes,4,Construction,"Construction Safety, Pipe Fitting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
43,Female,Rural,Vocational,Yes,3,Construction,"Communication, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
49,Male,Urban,Graduate,Yes,4,Administration,"Communication, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
53,Male,Semi-Urban,Graduate,Yes,1,IT,"Communication, Basic Coding, Typing, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
49,Male,Semi-Urban,Secondary,No,2,Services,"MS Office, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
19,Male,Semi-Urban,Primary,No,5,Retail,"Sales, Leadership, Inventory Management, Communication",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
39,Female,Semi-Urban,Vocational,No,2,Agriculture,"Livestock Care, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
30,Female,Urban,Graduate,Yes,8,Retail,"Sales, Communication, Team Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
30,Female,Semi-Urban,Vocational,Yes,7,Retail,"Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
42,Female,Rural,Graduate,No,1,Retail,"Sales, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
52,Male,Urban,Graduate,Yes,6,IT,"Communication, Basic Coding, Typing, JavaScript, HTML, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
32,Female,Urban,Secondary,Yes,10,Agriculture,"Communication, Farming, Irrigation, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
42,Male,Rural,Vocational,Yes,3,Agriculture,"Livestock Care, Basic Math",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
44,Male,Rural,Vocational,Yes,4,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
22,Male,Urban,Secondary,No,8,Services,"Communication, MS Office, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
36,Female,Urban,Primary,Yes,4,Administration,Excel,Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
48,Female,Urban,Primary,Yes,7,IT,"HTML, Git",Web Developer,"JavaScript, React, Git",Frontend Development Program
27,Female,Semi-Urban,Primary,Yes,9,Retail,"Sales, Communication, Team Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
29,Female,Rural,Secondary,No,1,Administration,"Communication, Excel, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
39,Female,Urban,Vocational,Yes,4,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
51,Male,Semi-Urban,Secondary,Yes,6,Finance,"Bookkeeping, Excel, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
42,Male,Urban,Primary,Yes,2,IT,"Communication, Git, Basic Coding, Typing, JavaScript, Basic Python, React, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
47,Female,Urban,Vocational,Yes,6,Retail,"Communication, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
19,Female,Rural,Secondary,Yes,7,Retail,"Sales, Leadership, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
44,Female,Semi-Urban,Vocational,Yes,7,Finance,"Communication, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
33,Male,Semi-Urban,Secondary,Yes,10,Services,"Communication, Typing, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
24,Female,Rural,Vocational,Yes,4,Retail,"Sales, Communication, Inventory Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
54,Male,Rural,Secondary,Yes,10,Finance,"Communication, Excel, Bookkeeping",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
49,Female,Semi-Urban,Primary,Yes,2,Agriculture,Farming,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
38,Female,Urban,Secondary,No,5,Construction,"Construction Safety, Communication, Tool Repair, Heavy Lifting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
37,Male,Semi-Urban,Secondary,No,3,Administration,"Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
35,Male,Urban,Secondary,No,2,Retail,"Sales, Communication, Team Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
55,Female,Rural,Secondary,Yes,1,IT,"Basic Coding, Excel, CSS, Communication",Web Developer,"JavaScript, React, Git",Frontend Development Program
43,Male,Urban,Secondary,No,6,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
30,Female,Semi-Urban,Primary,Yes,3,Administration,"Email Etiquette, MS Office, Typing, Communication",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
47,Male,Rural,Primary,Yes,10,Administration,"MS Office, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
42,Male,Semi-Urban,Graduate,Yes,6,Finance,"Communication, Tax Basics, Typing, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
36,Female,Urban,Vocational,No,2,Retail,"Sales, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
41,Male,Urban,Secondary,No,2,Agriculture,"Basic Math, Farming, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
39,Male,Semi-Urban,Primary,Yes,3,Retail,Sales,Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
18,Female,Semi-Urban,Secondary,Yes,2,Construction,"Tool Repair, Heavy Lifting, Construction Safety, Plumbing, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
